,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
22324,202210,PE,CONSULTORA,MASIVO,3149_3266_313776_313776,2,SET,200096723,10,COSMETICOS,B,ESIKA,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,ES MIA LOC PERF 150ML,44.0,11.9,1.0,4838.56,0.729545,0.70163,0.003711,MIA,CUERPO,ACTIVO,201401.0
22325,202403,PE,CONSULTORA,MASIVO,3272_3503_48416_48416,1,INDIVIDUAL,200046332,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES IMAGENES DESO 50ML,22.0,8.9,1.0,565.5,0.595455,0.595455,0.000872,IMAGENES / L'IMAGE,DESODORANTES,INACTIVO,201401.0
22327,202308,PE,CONSULTORA,MASIVO,4188_4599_4541_4541,999,VOLUMEN,200058967,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,55,NIÑOS-BEBES,0,0,ES AGU TALC LAVANDA 500G,59.0,22.95,4.0,1478.2,0.611017,0.611017,0.000555,AGU SUEÑ LAVA/ UPA SUEÑ LAVA,TALCOS,INACTIVO,
22330,202307,PE,CONSULTORA,MASIVO,4150_4863_394807_394807,999,VOLUMEN,200056246,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES EXPRESSION 50ML,99.0,27.69,10.0,3050.58,0.720303,0.720303,0.000942,EXPRESSION,DAMAS,,
22334,202308,PE,CONSULTORA,MASIVO,4180_4483_4425_4425,999,VOLUMEN,200012014,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KALOS SPORT 100ML,130.0,30.0,3.0,5338.9,0.769231,0.730063,0.001534,KALOS SPORT/WINNER SPORT,CABALLEROS,INACTIVO,201401.0
22337,202403,PE,CONSULTORA,MASIVO,1386_1523_46384_46384,999,VOLUMEN,200040636,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MERCI 50ML,98.0,29.48,1.0,31824.91,0.699184,0.706135,0.014819,MERCI,DAMAS,INACTIVO,201401.0
22338,202214,PE,CONSULTORA,MASIVO,1183_1287_333457_333457,999,VOLUMEN,200039966,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI TALC PIES 500G,66.0,26.635,3.0,103265.34,0.596439,0.596439,0.034721,LINEA DE PIES,TALCOS,A DESCONTINUAR CONGELADO,202106.0
22341,202306,PE,CONSULTORA,MASIVO,1261_1693_385284_385284,999,VOLUMEN,200046332,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES IMAGENES DESO 50ML,18.0,7.63,3.0,3680.85,0.576111,0.590585,0.004197,IMAGENES / L'IMAGE,DESODORANTES,INACTIVO,201401.0
22345,202312,PE,CONSULTORA,MASIVO,2719_3297_12297_12297,2,SET,200079595,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MAGNAT 90ML,170.0,56.9,1.0,3375.4,0.665294,0.65,0.000503,MAGNAT,MASCULINO,INACTIVO,201401.0
22346,202213,PE,CONSULTORA,MASIVO,4342_4469_331448_331448,999,VOLUMEN,200106284,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES IMPRED DEEP ROSÉ EDP 50 ML,109.0,33.3,2.0,12529.68,0.694495,0.694495,0.003304,IMPREDECIBLE DEEP ROSÉ,DAMAS,ACTIVO,202213.0
22347,202312,PE,CONSULTORA,MASIVO,1145_1199_10273_10273,999,VOLUMEN,200092172,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES MAGNAT DESO 50ML,30.0,8.9,1.0,1394.9,0.703333,0.703333,0.001329,MAGNAT,DESODORANTES,ANTES DE APARECER (NUEVO),201401.0
22348,202312,PE,CONSULTORA,MASIVO,1142_1190_10264_10264,999,VOLUMEN,200056743,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,ES MINICHI DESENRED 200ML,46.0,19.9,1.0,25409.32,0.567391,0.583246,0.010828,MINI CHICS,ACONDICIONADORES,,
22349,202307,PE,CONSULTORA,MASIVO,4119_4468_394412_394412,999,VOLUMEN,200106279,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES COLORS GOLDVANIL COL 200 ML,58.0,0.0,2.0,0.0,1.0,0.790237,0.002202,COLORS IN NATURE VANILLA,FEMENINO,ACTIVO,202213.0
22352,202307,PE,CONSULTORA,MASIVO,4139_4740_394684_394684,999,VOLUMEN,200046830,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES IMAGENES 50ML,140.0,44.9,1.0,9588.6,0.679286,0.679286,0.001826,IMAGENES / L'IMAGE,DAMAS,INACTIVO,201401.0
22353,202216,PE,CONSULTORA,MASIVO,1172_1249_344226_344226,999,VOLUMEN,200043493,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES SALVAJE DESO 50ML,18.0,7.63,3.0,2923.7,0.576111,0.586637,0.003291,SALVAJE,DESODORANTES,Inactivo,
22354,202210,PE,CONSULTORA,MASIVO,1136_1195_311657_311657,999,VOLUMEN,200017521,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,235,CABALLEROS,0,0,ES SALVAJE TALCO PERF 140G,36.0,11.65,6.0,30267.54,0.676389,0.676389,0.023703,SALVAJE,TALCOS,Inactivo,
22355,202307,PE,CONSULTORA,MASIVO,3505_3666_393517_393517,2,SET,200043487,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES FIORI DESO 50ML,18.0,5.24,1.0,5456.76,0.708889,0.713415,0.008904,FIORI,DESODORANTES,ANTES DE APARECER (NUEVO),201401.0
22356,202311,PE,CONSULTORA,MASIVO,2745_3287_8400_8400,2,SET,200056743,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,ES MINICHI DESENRED 200ML,46.0,13.69,1.0,1183.2,0.702391,0.702482,0.000736,MINI CHICS,ACONDICIONADORES,,
22357,202212,PE,CONSULTORA,MASIVO,3107_3224_324008_324008,2,SET,200012014,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KALOS SPORT 100ML,130.0,42.79,1.0,41264.48,0.670846,0.674457,0.008544,KALOS SPORT/WINNER SPORT,CABALLEROS,INACTIVO,201401.0
22361,202302,PE,CONSULTORA,MASIVO,2825_3293_368079_368079,3,SET,200056246,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES EXPRESSION 50ML,99.0,38.66,1.0,1146.6,0.609495,0.551258,0.000263,EXPRESSION,DAMAS,,
22362,202216,PE,CONSULTORA,MASIVO,1174_1260_344242_344242,999,VOLUMEN,200084602,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES LEYENDA 100ML,160.0,37.49,3.0,42119.81,0.765688,0.75418,0.009653,LEYENDA,MASCULINO,INACTIVO,201608.0
22363,202313,PE,CONSULTORA,MASIVO,961_993_14398_14398,1,INDIVIDUAL,P0596048414,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,110.0,44.9,1.0,59624.35,0.591818,0.591818,0.011674,,,,
22364,202217,PE,CONSULTORA,MASIVO,1437_1550_350903_350903,999,VOLUMEN,200082462,10,COSMETICOS,B,ESIKA,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,ES TAC MAX 55+ 200G,70.0,27.45,2.0,26590.27,0.607857,0.607857,0.008007,TRIPLE ACCIÓN MAX,PARA ROSTRO,ANTES DE APARECER (NUEVO),202415.0
22366,202306,PE,CONSULTORA,MASIVO,1261_1692_385283_385283,999,VOLUMEN,200058353,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES PULSO DESO 50ML,18.0,8.9,1.0,1447.68,0.505556,0.52244,0.001556,PULSO,DESODORANTES,ACTIVO,202115.0
22367,202313,PE,CONSULTORA,MASIVO,1076_1134_14547_14547,999,VOLUMEN,200098264,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KALOS TECH 90ML,166.0,41.64,1.0,14751.22,0.749157,0.706808,0.003129,KALOS TECH/WINNER TECH,CABALLEROS,ACTIVO,201401.0
22372,202402,PE,CONSULTORA,MASIVO,1135_1186_42165_42165,2,SET,200099702,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES VIBRANZA MINI 7.5ML,64.0,17.48,1.0,32849.72,0.726875,0.726953,0.017672,VIBRANZA,FEMENINO,ACTIVO,202003.0
22373,202317,PE,CONSULTORA,MASIVO,1128_1207_30696_30696,1,INDIVIDUAL,P0521700243,20,ACCESORIOS,B,ESIKA,RELOJES,22,RELOJES,219,ANÁLOGO,0,0,,220.0,89.9,1.0,28342.65,0.591364,0.591364,0.002549,,,,
22375,202302,PE,CONSULTORA,MASIVO,1101_1149_365861_365861,999,VOLUMEN,200072538,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES TOTALSEC UNISEX DESO 50ML,18.0,7.63,3.0,1759.46,0.576111,0.587082,0.002045,TOTAL SEC,DESODORANTES,ACTIVO,202115.0
22376,202307,PE,CONSULTORA,MASIVO,1238_1295_391100_391100,1,INDIVIDUAL,200041010,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES AGU COL MANZANILLA 1L,100.0,44.9,1.0,69783.7,0.551,0.551,0.013287,AGU/UPA,BEBES UNISEX,INACTIVO,201401.0
22377,202206,PE,CONSULTORA,MASIVO,2292_2428_293945_293945,3,SET,200056743,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,ES MINICHI DESENRED 200ML,38.0,14.44,1.0,36.72,0.62,0.621296,2.3e-05,MINI CHICS,ACONDICIONADORES,,
22380,202403,PE,CONSULTORA,MASIVO,1387_1541_46402_46402,999,VOLUMEN,200082462,10,COSMETICOS,B,ESIKA,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,ES TAC MAX 55+ 200G,74.0,33.9,1.0,12784.85,0.541892,0.541892,0.005176,TRIPLE ACCIÓN MAX,PARA ROSTRO,ANTES DE APARECER (NUEVO),202415.0
22381,202211,PE,CONSULTORA,MASIVO,3694_3848_320179_320179,999,VOLUMEN,200095771,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI XTREME TALC PIES 230G,46.0,19.95,2.0,5443.46,0.566304,0.566304,0.002441,MULTICARE,TALCOS,ACTIVO,202109.0
22384,202404,PE,CONSULTORA,MASIVO,929_1011_55947_55947,999,VOLUMEN,200106398,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,ES NAT CA BERR ENER COL 200 ML,62.0,22.9,1.0,0.0,0.630645,0.61237,0.0,COLORS IN NATURE CC,FEMENINO,ACTIVO,202210.0
22385,202217,PE,CONSULTORA,MASIVO,3198_3691_353085_353085,2,SET,P0210060001,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,ES DEL LIQ PTA PLUMON,46.0,11.23,1.0,6644.59,0.75587,0.755882,0.00489,ESIKA,PARA OJOS,INACTIVO,201401.0
22387,202303,PE,CONSULTORA,MASIVO,1186_1236_370029_370029,2,SET,P0596048057,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,65.0,25.9,1.0,41930.85,0.601538,0.593204,0.019049,,,,
22388,202301,PE,CONSULTORA,MASIVO,1104_1156_361077_361077,999,VOLUMEN,200063934,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES IMAGENES TALCO PERF 140G,36.0,13.3,3.0,11923.66,0.630556,0.630556,0.008525,IMAGENES / L'IMAGE,TALCOS,INACTIVO,201401.0
22391,202303,PE,CONSULTORA,MASIVO,1171_1221_370011_370011,2,SET,200058353,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES PULSO DESO 50ML,18.0,5.76,1.0,8554.65,0.68,0.683966,0.013003,PULSO,DESODORANTES,ACTIVO,202115.0
22392,202313,PE,CONSULTORA,MASIVO,1065_1099_14509_14509,999,VOLUMEN,200096152,10,COSMETICOS,B,ESIKA,FRAGANCIAS,12,MUESTRAS COSMETICOS,1,COLONIA Y O EAU DE TOILETE,0,0,ES IMPREDECIBLE- PROB 2 ML,1.9,1.25,10.0,1.06,0.342105,0.342105,7e-06,IMPREDECIBLE,FRAGANCIAS,ANTES DE APARECER (NUEVO),201401.0
22394,202206,PE,CONSULTORA,MASIVO,1290_1370_292787_292787,999,VOLUMEN,200088336,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MAGNAT SELECT 90ML,168.0,42.45,2.0,26186.52,0.747321,0.706989,0.005624,MAGNAT SELECT,CABALLEROS,ACTIVO,202003.0
22395,202308,PE,CONSULTORA,MASIVO,4217_4938_4880_4880,999,VOLUMEN,200059514,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES VANILLA SCENT 50ML,95.0,30.45,6.0,154.83,0.679474,0.679474,4.4e-05,VANILLA SCENT,DAMAS,Inactivo,
22399,202402,PE,CONSULTORA,MASIVO,2459_2626_43728_43728,3,SET,200046830,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,ES IMAGENES 50ML,150.0,39.37,1.0,2135.04,0.737533,0.726617,0.00051,IMAGENES / L'IMAGE,DAMAS,INACTIVO,201401.0
22403,202307,PE,CONSULTORA,MASIVO,1356_1420_391252_391252,999,VOLUMEN,200058353,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES PULSO DESO 50ML,18.0,7.63,3.0,3920.0,0.576111,0.5975,0.00439,PULSO,DESODORANTES,ACTIVO,202115.0
22404,202214,PE,CONSULTORA,MASIVO,1176_1260_333410_333410,999,VOLUMEN,200059112,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES EXUS DESO 50ML,18.0,7.38,5.0,15922.62,0.59,0.600181,0.01933,EROS/EXUS,DESODORANTES,,201401.0
22405,202403,PE,CONSULTORA,MASIVO,3301_3532_48534_48534,3,SET,200011773,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA,0,0,ES IT'S YOU 100ML,100.0,25.33,1.0,1309.67,0.7467,0.73282,0.00071,YOU / IT'S YOU,UNISEX,Inactivo,
22409,202309,PE,CONSULTORA,MASIVO,1109_1174_401637_401637,999,VOLUMEN,200056121,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES CARDIGAN DESO 50ML,18.0,7.38,5.0,20943.67,0.59,0.615973,0.025636,CARDIGAN,DESODORANTES,INACTIVO,201401.0
22412,202401,PE,CONSULTORA,MASIVO,2236_2370_40064_40064,1,INDIVIDUAL,200060302,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES DORSAY DESO 50ML,18.0,8.9,1.0,233.74,0.505556,0.505556,0.000254,D'ORSAY,DESODORANTES,INACTIVO,201401.0
22413,202214,PE,CONSULTORA,MASIVO,3348_3482_335847_335847,3,SET,200073712,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,236,NIÑOS,0,0,ES MINICHI SH TUTTY 300ML,44.0,17.0,1.0,3962.66,0.613636,0.629568,0.002087,MINI CHICS,SHAMPOO,ANTES DE APARECER (NUEVO),
22414,202213,PE,CONSULTORA,MASIVO,1220_1275_327940_327940,1,INDIVIDUAL,P0596048105,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,80.0,34.9,1.0,62383.48,0.56375,0.56375,0.015695,,,,
22415,202306,PE,CONSULTORA,MASIVO,3434_4348_388383_388383,3,SET,200056121,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES CARDIGAN DESO 50ML,18.0,7.92,1.0,6.71,0.56,0.568548,7e-06,CARDIGAN,DESODORANTES,INACTIVO,201401.0
22416,202217,PE,CONSULTORA,MASIVO,1362_1412_350728_350728,2,SET,200040636,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES MERCI 50ML,95.0,30.54,1.0,74016.8,0.678526,0.684868,0.020036,MERCI,DAMAS,INACTIVO,201401.0
22419,202313,PE,CONSULTORA,MASIVO,1068_1111_14524_14524,999,VOLUMEN,200095625,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES EXPRESS SENS DESO 50ML,18.0,7.38,5.0,19248.67,0.59,0.615973,0.022938,EXPRESSION SENS,DESODORANTES,ACTIVO,202115.0
22420,202305,PE,CONSULTORA,MASIVO,3141_4040_382547_382547,2,SET,200095771,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI XTREME TALC PIES 230G,46.0,17.73,1.0,2525.02,0.614565,0.614667,0.001257,MULTICARE,TALCOS,ACTIVO,202109.0
22423,202313,PE,CONSULTORA,MASIVO,1068_1110_14523_14523,999,VOLUMEN,200067116,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES TOTALSEC UNISEX DESO 50ML,18.0,7.63,3.0,924.85,0.576111,0.602964,0.001065,TOTAL SEC,DESODORANTES,INACTIVO,198601.0
22425,202311,PE,CONSULTORA,MASIVO,959_1157_6269_6269,1,INDIVIDUAL,P0292060005,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,ES MASCARA MEGA FULL SIZE 8G,56.0,24.9,1.0,3692.53,0.555357,0.555357,0.001262,ESIKA,PARA OJOS,LIQUIDACIÓN,202111.0
22426,202307,PE,CONSULTORA,MASIVO,3580_3741_393581_393581,3,SET,200056636,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES SALVAJE 100ML,78.0,30.42,1.0,541.38,0.61,0.609375,0.000152,SALVAJE,MASCULINO,INACTIVO,201401.0
22431,202216,PE,CONSULTORA,MASIVO,1099_1166_344126_344126,2,SET,P0602155135,50,APOYO,B,ESIKA,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,6.0,0.0,1.0,-0.09,1.0,0.687917,0.017443,,,,
22434,202307,PE,CONSULTORA,MASIVO,3579_3740_393579_393579,3,SET,200056621,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES FIORI TALCO PERF 140G,36.0,14.14,1.0,11.98,0.607222,0.609375,7e-06,FIORI,TALCOS,ACTIVO,201401.0
22436,202404,PE,CONSULTORA,MASIVO,937_1039_55975_55975,999,VOLUMEN,200114924,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES DORSAY LEGACY PARFUM 90ML,174.0,45.97,3.0,0.0,0.735805,0.741537,0.0,D'ORSAY LEGACY,CABALLEROS,ACTIVO,202404.0
22437,202314,PE,CONSULTORA,MASIVO,1380_1595_18884_18884,999,VOLUMEN,200095625,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES EXPRESS SENS DESO 50ML,18.0,7.63,3.0,1992.49,0.576111,0.60324,0.002274,EXPRESSION SENS,DESODORANTES,ACTIVO,202115.0
22438,202209,PE,CONSULTORA,MASIVO,1190_1241_306782_306782,999,VOLUMEN,200056639,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES ALTHEUS DESO 50ML,18.0,7.38,5.0,7632.93,0.59,0.604,0.009586,ALTHEUS,DESODORANTES,ACTIVO,202115.0
22440,202212,PE,CONSULTORA,MASIVO,3111_3228_324012_324012,2,SET,200056246,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES EXPRESSION 50ML,99.0,30.9,1.0,14954.25,0.687879,0.690062,0.004287,EXPRESSION,DAMAS,,
22444,202207,PE,CONSULTORA,MASIVO,1250_1287_297584_297584,999,VOLUMEN,200060302,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,ES DORSAY DESO 50ML,18.0,6.96,3.0,342.15,0.613333,0.961117,0.000557,D'ORSAY,DESODORANTES,INACTIVO,201401.0
22448,202218,PE,CONSULTORA,MASIVO,1341_1584_355930_355930,999,VOLUMEN,200039966,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI TALC PIES 500G,68.0,21.98,5.0,441820.26,0.676765,0.676765,0.172305,LINEA DE PIES,TALCOS,A DESCONTINUAR CONGELADO,202106.0
22450,202208,PE,CONSULTORA,MASIVO,1200_1276_301955_301955,999,VOLUMEN,200063934,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES IMAGENES TALCO PERF 140G,36.0,13.3,3.0,17074.05,0.630556,0.630556,0.011383,IMAGENES / L'IMAGE,TALCOS,INACTIVO,201401.0
22452,202401,PE,CONSULTORA,MASIVO,1124_1225_38913_38913,999,VOLUMEN,200040880,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES CARDIGAN 90ML,112.0,49.9,1.0,9346.07,0.554464,0.554464,0.00181,CARDIGAN,MASCULINO,INACTIVO,201401.0
22453,202305,PE,CONSULTORA,MASIVO,1478_1943_379914_379914,2,SET,P0210060001,10,COSMETICOS,B,ESIKA,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,ES DEL LIQ PTA PLUMON,48.0,16.4,1.0,20822.16,0.658333,0.645192,0.012829,ESIKA,PARA OJOS,INACTIVO,201401.0
22454,202302,PE,CONSULTORA,MASIVO,3115_3613_368451_368451,999,VOLUMEN,200096703,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI XTREME TALC PIES 120G,29.0,10.5,2.0,1299.4,0.637931,0.638168,0.001097,MULTICARE,TALCOS,ACTIVO,202109.0
22455,202404,PE,CONSULTORA,MASIVO,2400_2564_57540_57540,1,INDIVIDUAL,P0596047411,20,ACCESORIOS,B,ESIKA,BIJOUTERIE,21,BIJOUTERIE,488,ESTUCHE ARETES+COLLAR,0,0,,85.0,39.9,1.0,0.0,0.530588,0.530588,0.0,,,,
22457,202217,PE,CONSULTORA,MASIVO,1375_1425_350744_350744,2,SET,200093884,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA,0,0,ES MEN EXTREME 200ML,58.0,15.88,1.0,25587.37,0.726207,0.730899,0.013318,MEN EXTREME,MASCULINO,ACTIVO,201808.0
22458,202204,PE,CONSULTORA,MASIVO,3708_3894_285992_285992,999,VOLUMEN,200012014,10,COSMETICOS,B,ESIKA,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,ES KALOS SPORT 100ML,125.0,37.45,8.0,74138.73,0.7004,0.77303,0.018624,KALOS SPORT/WINNER SPORT,CABALLEROS,INACTIVO,201401.0
22459,202309,PE,CONSULTORA,MASIVO,1110_1175_401638_401638,999,VOLUMEN,200017521,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,235,CABALLEROS,0,0,ES SALVAJE TALCO PERF 140G,36.0,15.9,1.0,7125.91,0.558333,0.558333,0.004048,SALVAJE,TALCOS,Inactivo,
22461,202307,PE,CONSULTORA,MASIVO,1357_1423_391255_391255,999,VOLUMEN,200056617,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,234,DAMAS,0,0,ES EXPRESSION TALCO PERF 140G,36.0,13.3,3.0,14506.48,0.630556,0.630556,0.009317,EXPRESSION,TALCOS,INACTIVO,201401.0
22463,202310,PE,CONSULTORA,MASIVO,3020_3293_408734_408734,2,SET,200056759,10,COSMETICOS,B,ESIKA,CUIDADO PERSONAL,4,CUIDADO PERSONAL,35,ESPECIFICOS,0,0,ES MULTI TALC PIES 230G,46.0,16.8,1.0,1822.68,0.634783,0.609783,0.000928,LINEA DE PIES,TALCOS,A DESCONTINUAR CONGELADO,202109.0
22464,202212,PE,CONSULTORA,MASIVO,1157_1244_321986_321986,999,VOLUMEN,200073399,10,COSMETICOS,B,ESIKA,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,ES NAT LIT & NAT 1L,65.0,27.47,1.0,13432.56,0.577385,0.577308,0.004332,NATURAL CARE,CUERPO,INACTIVO,201401.0
