,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
23869,202314,PE,CONSULTORA,MASIVO,2689_3154_20676_20676,2,SET,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,80.0,49.9,1.0,2241.37,0.37625,0.677823,0.000391,SWEET BLACK,DAMAS,ACTIVO,201714.0
23877,202204,PE,CONSULTORA,MASIVO,1412_1567_283517_283517,999,VOLUMEN,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,74.0,18.98,1.0,29812.83,0.743514,0.741417,0.014781,SWEET BLACK,DAMAS,ACTIVO,201714.0
23880,202307,PE,CONSULTORA,MASIVO,3383_3544_393394_393394,1,INDIVIDUAL,P0593889075,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,39.0,17.9,1.0,14290.14,0.541026,0.541026,0.006825,,,,
23883,202312,PE,CONSULTORA,MASIVO,1156_1244_10318_10318,999,VOLUMEN,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,33.3,3.0,43684.56,0.608235,0.701791,0.011122,DANCING NIGHT,DAMAS,INACTIVO,198601.0
23887,202218,PE,CONSULTORA,MASIVO,3249_3541_358154_358154,1,INDIVIDUAL,200083615,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FLIRTY GIRL SEXY 50ML,80.0,21.9,1.0,22457.58,0.72625,0.72625,0.00879,FLIRTY GIRL SEXY,DAMAS,LIQUIDACIÓN,201601.0
23896,202318,PE,CONSULTORA,MASIVO,1017_1094_34686_34686,1,INDIVIDUAL,P0509654420,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,140.0,62.9,1.0,198738.06,0.550714,0.550714,0.028821,,,,
23898,202312,PE,CONSULTORA,MASIVO,1141_1186_10257_10257,999,VOLUMEN,200105015,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,CZ DANCING NIGHT PROB CC 2ML,1.9,1.25,10.0,13.77,0.342105,0.342105,9.3e-05,DANCING NIGHT,FRAGANCIAS,ACTIVO,202115.0
23901,202303,PE,CONSULTORA,MASIVO,3060_3554_372506_372506,3,SET,200054026,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,CZ MASCARA SECRETLASH 5.8G,37.0,11.24,1.0,5241.23,0.696216,0.69619,0.00408,CY,PARA OJOS,INACTIVO,201801.0
23903,202318,PE,CONSULTORA,MASIVO,2375_2565_36247_36247,1,INDIVIDUAL,P0509654159,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,160.0,47.9,1.0,1095.94,0.700625,0.700625,0.000195,,,,
23904,202303,PE,CONSULTORA,MASIVO,1177_1227_370019_370019,2,SET,200097894,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,40,HUMECTANTES,0,0,CZ SF CR HIDRA BYE 50G,52.0,17.12,1.0,11695.05,0.670769,0.670755,0.005979,SKIN FIRST,PARA ROSTRO,LIQUIDACIÓN,202207.0
23908,202317,PE,CONSULTORA,MASIVO,1356_1535_31109_31109,999,VOLUMEN,200089182,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK PROB 2 ML,26.5,0.88,30.0,0.0,0.966792,0.960269,4.8e-05,SWEET BLACK,FRAGANCIAS,ACTIVO,201714.0
23909,202318,PE,CONSULTORA,MASIVO,1341_1464_35099_35099,999,VOLUMEN,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,86.0,22.49,5.0,103018.79,0.738488,0.72408,0.039091,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
23911,202213,PE,CONSULTORA,MASIVO,3222_3343_330066_330066,1,INDIVIDUAL,P0509084000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,96.0,44.9,1.0,5403.1,0.532292,0.532292,0.001087,,,,
23913,202213,PE,CONSULTORA,MASIVO,1280_1343_328018_328018,999,VOLUMEN,210047500,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX MAKE OUT 150ML,46.0,16.97,4.0,26215.45,0.631087,0.640847,0.013567,TRAX,DESODORANTES,INACTIVO,201401.0
23915,202402,PE,CONSULTORA,MASIVO,2536_2703_43853_43853,1,INDIVIDUAL,P0772492229,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,526,OTROS,0,0,,72.0,39.9,1.0,5747.73,0.445833,0.468787,0.001355,,,,
23918,202306,PE,CONSULTORA,MASIVO,1147_1574_385156_385156,1,INDIVIDUAL,200049918,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ BERRYLICIOUS BERRY 200ML,52.0,24.9,1.0,16542.56,0.521154,0.521154,0.005783,BERRYLICIOUS BERRY,FAMILIAR BAÑO,INACTIVO,201401.0
23929,202213,PE,CONSULTORA,MASIVO,3317_3438_330240_330240,2,SET,200106357,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AUTENTIK EDP 45 ML,85.0,25.15,1.0,3217.85,0.704118,0.704138,0.001124,AUTENTIK,DAMAS,ACTIVO,202210.0
23930,202309,PE,CONSULTORA,MASIVO,1114_1189_401652_401652,999,VOLUMEN,200060872,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ MISS SEXY 200ML,54.0,19.95,2.0,5376.73,0.630556,0.604167,0.002434,MISS SEXY,FAMILIAR BAÑO,LIQUIDACIÓN,201809.0
23934,202403,PE,CONSULTORA,MASIVO,3278_3509_48429_48429,1,INDIVIDUAL,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,84.0,35.9,1.0,425.88,0.572619,0.572619,0.000163,SWEET BLACK,DAMAS,ACTIVO,201714.0
23938,202311,PE,CONSULTORA,MASIVO,1016_1214_6328_6328,2,SET,P0132060000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,CZ SL MASC MAGNETLASH BLACK 8G,44.0,14.15,1.0,10299.43,0.678409,0.678226,0.006197,STUDIO LOOK,PARA OJOS,ANTES DE APARECER (NUEVO),202504.0
23946,202310,PE,CONSULTORA,MASIVO,1091_1162_406563_406563,999,VOLUMEN,200113464,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ ACAI BOMB COL 200 ML,52.0,17.47,4.0,2947.01,0.664038,0.664038,0.001443,ACAI BOMB,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202304.0
23956,202308,PE,CONSULTORA,MASIVO,4195_4706_4648_4648,999,VOLUMEN,200109872,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ IDENTITY EDP 50 ML,80.0,34.9,1.0,177.48,0.56375,0.56375,4.4e-05,IDENTITY,DAMAS,ACTIVO,202305.0
23958,202403,PE,CONSULTORA,MASIVO,3358_3589_48751_48774,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,9.48,1.0,16.75826086957,0.750526,0.752258,2.4e-05,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
23968,202217,PE,CONSULTORA,MASIVO,3216_3709_353103_353103,2,SET,200083615,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FLIRTY GIRL SEXY 50ML,80.0,21.94,1.0,2491.07,0.72575,0.724424,0.000939,FLIRTY GIRL SEXY,DAMAS,LIQUIDACIÓN,201601.0
23969,202312,PE,CONSULTORA,MASIVO,1084_1127_10191_10191,1,INDIVIDUAL,200100855,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,74,CUIDADO SOLAR,0,0,CZ SKIN F BLOQUEADOR 50 ML,56.0,24.9,1.0,10571.19,0.555357,0.555357,0.0036,SKIN FIRST,PARA ROSTRO,ANTES DE APARECER (NUEVO),202501.0
23971,202212,PE,CONSULTORA,MASIVO,4288_4409_325806_325806,999,VOLUMEN,200105079,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS XPERIENCE PARF 30ML,60.0,18.3,3.0,9259.46,0.695,0.695,0.004482,PRINTS XPERIENCE,DAMAS,ACTIVO,202201.0
23972,202309,PE,CONSULTORA,MASIVO,1094_1153_401603_401603,3,SET,P0132056004,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ SL DELINEADOR PLUMON 1ML,50.0,10.0,1.0,12791.64,0.8,0.739565,0.011555,STUDIO LOOK,,,
23974,202401,PE,CONSULTORA,MASIVO,2159_2293_40021_40021,2,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,18.58,1.0,14395.2,0.690333,0.690345,0.007488,PRINTS,DAMAS,INACTIVO,198601.0
23985,202403,PE,CONSULTORA,MASIVO,1335_1403_46227_46227,3,SET,P0132051003,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ SL DEL 1 NUEVO FORM 2ML,42.0,11.0,1.0,913.37,0.738095,0.563261,0.00114,STUDIO LOOK,PARA OJOS,LIQUIDACIÓN,202110.0
23986,202216,PE,CONSULTORA,MASIVO,3020_3871_346649_346649,1,INDIVIDUAL,P0772492006,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,29,TRENDY TECH,0,0,,43.0,19.9,1.0,9795.96,0.537209,0.537209,0.00423,,,,
23987,202307,PE,CONSULTORA,MASIVO,4104_4376_394320_394320,999,VOLUMEN,200092333,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AINNARA 50ML,80.0,34.9,1.0,147.9,0.56375,0.56375,3.6e-05,CZ AINNARA,DAMAS,A DESCONTINUAR CONGELADO,201813.0
23994,202216,PE,CONSULTORA,MASIVO,1095_1162_344121_344121,1,INDIVIDUAL,P0216056002,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,20,BASE,0,0,CZ CY PLAY NUEVA BASE 30G,60.0,24.9,1.0,32852.73,0.585,0.585,0.011641,CY PLAY,PARA ROSTRO,LIQUIDACIÓN,202216.0
24000,202308,PE,CONSULTORA,MASIVO,1406_1473_1317_1320,3,SET,200109649,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MYMO CR MANOS 50G,26.0,7.5,2.0,4321.41,0.711538,0.685119,0.004968,CYZONE,MANOS,ACTIVO,201401.0
24002,202315,PE,CONSULTORA,MASIVO,1119_1169_22672_22672,999,VOLUMEN,200103454,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,CZ PURE VIBES PROB 2ML,1.9,0.88,30.0,1.49,0.536842,0.787253,1.5e-05,PURE VIBES,FRAGANCIAS,LIQUIDACIÓN,202106.0
24004,202314,PE,CONSULTORA,MASIVO,2804_3269_20774_20774,1,INDIVIDUAL,200099083,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ NITRO AIR DES ROLLON 50 ML,18.0,8.9,1.0,173.42,0.505556,0.50945,0.00017,NITRO AIR,DESODORANTES,INACTIVO,202001.0
24007,202302,PE,CONSULTORA,MASIVO,1101_1149_365861_365861,999,VOLUMEN,200067292,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ NITRO ROLL ON 50ML,18.0,7.63,3.0,1947.11,0.576111,0.587082,0.002263,NITRO,DESODORANTES,INACTIVO,201401.0
24018,202316,PE,CONSULTORA,MASIVO,2712_2887_28227_28227,1,INDIVIDUAL,P0509654310,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,243,BILLETERA,0,0,,85.0,34.9,1.0,5235.62,0.589412,0.589412,0.001251,,,,
24023,202316,PE,CONSULTORA,MASIVO,1250_1315_26617_26617,999,VOLUMEN,200067292,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ NITRO ROLL ON 50ML,18.0,8.9,1.0,2118.74,0.505556,0.534114,0.001986,NITRO,DESODORANTES,INACTIVO,201401.0
24024,202205,PE,CONSULTORA,MASIVO,1265_1411_287964_287964,999,VOLUMEN,200088457,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FORZE 50ML,71.0,20.0,2.0,12814.2,0.71831,0.739024,0.005922,FORZE,CABALLEROS,LIQUIDACIÓN,201706.0
24029,202318,PE,CONSULTORA,MASIVO,1341_1464_35099_35099,999,VOLUMEN,200082481,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SCORE 50ML,76.0,22.49,1.0,20603.86,0.704079,0.72408,0.007818,SCORE,CABALLEROS,ACTIVO,201505.0
24030,202215,PE,CONSULTORA,MASIVO,3242_3353_340828_340828,2,SET,200105008,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING SUNSET EDP 90 ML,79.0,25.55,1.0,8595.13,0.676582,0.676667,0.002898,DANCING SUNSET,DAMAS,ACTIVO,202116.0
24056,202209,PE,CONSULTORA,MASIVO,3505_3621_309227_309227,3,SET,P0602155153,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,2.5,0.0,1.0,0.0,1.0,0.663291,0.00453,,,,
24061,202308,PE,CONSULTORA,MASIVO,4173_4418_4360_4360,999,VOLUMEN,200101074,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,CZ SL MASC VOLUMEN 9G,44.0,18.45,2.0,62.54,0.580682,0.580682,2.9e-05,STUDIO LOOK,PARA OJOS,LIQUIDACIÓN,202017.0
24062,202205,PE,CONSULTORA,MASIVO,1247_1354_287842_287842,999,VOLUMEN,200101481,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ UVA KISS COL 200 ML,48.0,14.97,4.0,16032.8,0.688125,0.679541,0.009901,UVA KISS,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202107.0
24063,202204,PE,CONSULTORA,MASIVO,1402_1522_283432_283432,999,VOLUMEN,200083615,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FLIRTY GIRL SEXY 50ML,74.0,0.0,1.0,0.0,1.0,0.737171,0.006753,FLIRTY GIRL SEXY,DAMAS,LIQUIDACIÓN,201601.0
24066,202206,PE,CONSULTORA,MASIVO,2449_2585_294273_294273,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,10.99,1.0,633.11,0.694722,0.69386,0.000549,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
24068,202217,PE,CONSULTORA,MASIVO,1353_1403_350718_350718,2,SET,200091709,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FIST 50ML,72.0,26.84,1.0,16220.48,0.627222,0.622703,0.004995,FIST,CABALLEROS,ACTIVO,201808.0
24070,202303,PE,CONSULTORA,MASIVO,1178_1228_370021_370021,2,SET,P0216059001,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,CZ CY PLAY MASCARA INFINITY 8G,37.0,12.1,1.0,17251.39,0.672973,0.69187,0.012484,CY PLAY,PARA OJOS,A DESCONTINUAR CONGELADO,202215.0
24077,202217,PE,CONSULTORA,MASIVO,3217_3710_353104_353104,2,SET,210047499,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX SO CLOSE 150ML,48.0,11.96,1.0,6225.42,0.750833,0.750833,0.004301,TRAX,DESODORANTES,INACTIVO,201401.0
24079,202314,PE,CONSULTORA,MASIVO,2786_3251_20739_20739,3,SET,200094936,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE COOL 200ML,52.0,29.9,1.0,506.8,0.425,0.631734,0.000148,TASTE COOL,FEMENINO,ANTES DE APARECER (NUEVO),202502.0
24081,202216,PE,CONSULTORA,MASIVO,1168_1237_344214_344214,999,VOLUMEN,200099688,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE CREAM 200ML,48.0,17.47,4.0,3228.17,0.636042,0.636042,0.001587,TASTE CREAM,FEMENINO,ANTES DE APARECER (NUEVO),202502.0
24082,202402,PE,CONSULTORA,MASIVO,1209_1275_42295_42295,999,VOLUMEN,200060612,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ XYB CLARITY ROLL ON 50ML,18.0,7.38,5.0,9415.67,0.59,0.60025,0.011999,XPRESS YOUR BODY,DESODORANTES,INACTIVO,202112.0
24083,202215,PE,CONSULTORA,MASIVO,3464_3575_340930_340930,3,SET,200099469,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,999,VARIOS,0,0,CZ SL SPRAY FIJADOR 60ML,51.0,18.58,1.0,2677.47,0.635686,0.635766,0.001241,STUDIO LOOK,PARA ROSTRO,LIQUIDACIÓN,202104.0
24086,202208,PE,CONSULTORA,MASIVO,1223_1360_302063_302063,999,VOLUMEN,P0509568000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,565,PORTATODO,0,0,,82.0,39.9,1.0,40233.9,0.513415,0.513415,0.008941,,,,
24087,202308,PE,CONSULTORA,MASIVO,3757_3914_3800_3800,991,INDIVIDUAL,P0132050000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,32,SOMBRAS,0,0,CZ SL SOMB EYES TO GO 1.5G,48.0,21.6,1.0,384.5,0.55,0.55,0.000161,STUDIO LOOK,PARA OJOS,ANTES DE APARECER (NUEVO),202211.0
24089,202311,PE,CONSULTORA,MASIVO,2876_3418_8601_8601,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,10.0,1.0,1355.66,0.736842,0.71626,0.001161,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
24091,202216,PE,CONSULTORA,MASIVO,3002_3853_346631_346631,1,INDIVIDUAL,P0592889352,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,46.0,22.9,1.0,30059.08,0.502174,0.502174,0.011277,,,,
24092,202206,PE,CONSULTORA,MASIVO,1289_1367_292784_292784,999,VOLUMEN,200067317,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ GIRLINK ROLL ON 50ML,18.0,7.47,4.0,5129.5,0.585,0.585,0.006266,GIRLINK,DESODORANTES,INACTIVO,201401.0
24101,202317,PE,CONSULTORA,MASIVO,1339_1435_30960_30960,999,VOLUMEN,210059944,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX MYSTERIOUS 150ML,48.0,19.9,1.0,6440.87,0.585417,0.605941,0.002618,TRAX,DESODORANTES,ACTIVO,202113.0
24105,202211,PE,CONSULTORA,MASIVO,3037_3155_318879_318879,3,SET,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,79.0,12.9,1.0,142.09,0.836709,0.688999,9.9e-05,DANCING,DAMAS,INACTIVO,201401.0
24106,202204,PE,CONSULTORA,MASIVO,1412_1567_283517_283517,999,VOLUMEN,200083615,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FLIRTY GIRL SEXY 50ML,74.0,18.98,1.0,29812.83,0.743514,0.741417,0.014781,FLIRTY GIRL SEXY,DAMAS,LIQUIDACIÓN,201601.0
24119,202314,PE,CONSULTORA,MASIVO,2804_3269_20774_20774,1,INDIVIDUAL,200111179,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ FIST TEAM DESO ROLLON 50ML,18.0,8.9,1.0,37.7,0.505556,0.50945,3.7e-05,FIST TEAM,DESODORANTES,ACTIVO,202209.0
24125,202310,PE,CONSULTORA,MASIVO,1100_1202_406609_406609,999,VOLUMEN,200048978,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ GIRLINK 50ML,84.0,26.63,1.0,12030.09,0.682976,0.68773,0.003865,GIRLINK,DAMAS,Inactivo,
24128,202402,PE,CONSULTORA,MASIVO,1148_1199_42180_42180,2,SET,200105035,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,58,ANTI ACNE,0,0,CZ SKINF CR TRATA PURIFICA 15G,34.0,10.0,1.0,12401.13,0.705882,0.689637,0.011665,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202114.0
24129,202308,PE,CONSULTORA,MASIVO,3714_3871_3738_3738,3,SET,200111179,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ FIST TEAM DESO ROLLON 50ML,18.0,4.93,1.0,4.18,0.726111,0.752722,7e-06,FIST TEAM,DESODORANTES,ACTIVO,202209.0
24135,202306,PE,CONSULTORA,MASIVO,3456_4370_388418_388418,3,SET,200095669,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ DANCING NIGHT ROLL ON 50ML,18.0,7.78,1.0,6.59,0.567778,0.569565,7e-06,DANCING NIGHT,DESODORANTES,ACTIVO,202115.0
24142,202305,PE,CONSULTORA,MASIVO,1517_2049_380087_380087,999,VOLUMEN,P0132056004,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ SL DELINEADOR PLUMON 1ML,40.0,17.9,1.0,43173.82,0.5525,0.5525,0.021289,STUDIO LOOK,,,
24143,202403,PE,CONSULTORA,MASIVO,3338_3569_48659_48659,3,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,16.74,1.0,8229.81,0.721,0.724194,0.006746,PRINTS,DAMAS,INACTIVO,198601.0
24151,202212,PE,CONSULTORA,MASIVO,1078_1131_321817_321817,1,INDIVIDUAL,P0509642000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,398,MALETIN,0,0,,131.0,62.9,1.0,114296.04,0.519847,0.519847,0.016096,,,,
24152,202313,PE,CONSULTORA,MASIVO,2416_2974_16413_16413,1,INDIVIDUAL,P0509654157,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,111.0,44.9,1.0,12214.05,0.595495,0.595495,0.002391,,,,
24157,202403,PE,CONSULTORA,MASIVO,1299_1367_46182_46182,2,SET,P0602155112,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,2.5,0.0,1.0,0.0,1.0,0.711647,0.006258,,,,
24159,202210,PE,CONSULTORA,MASIVO,1121_1176_311608_311608,3,SET,P0132058006,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,91,POLVOS,0,0,CZ SL PERFECT TOUCH 6GR,62.0,22.0,1.0,18883.25,0.645161,0.697727,0.007839,STUDIO LOOK,PARA ROSTRO,LIQUIDACIÓN,202210.0
24160,202206,PE,CONSULTORA,MASIVO,1137_1208_292585_292585,1,INDIVIDUAL,P0772491986,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,610,BELLEZA,0,0,,72.0,36.9,1.0,156694.04,0.4875,0.4875,0.038714,,,,
24161,202307,PE,CONSULTORA,MASIVO,1329_1386_391193_391193,2,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,10.0,1.0,4158.93,0.736842,0.722917,0.003557,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
24163,202217,PE,CONSULTORA,MASIVO,1433_1534_350883_350883,999,VOLUMEN,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,80.0,22.78,2.0,33088.77,0.71525,0.708792,0.012008,SWEET BLACK,DAMAS,ACTIVO,201714.0
