,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
17691,202402,PE,CONSULTORA,MASIVO,1209_1273_42293_42293,999,VOLUMEN,200095922,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ SWEET BLACK ROLL ON 50ML,18.0,8.9,1.0,2669.16,0.505556,0.517916,0.004135,SWEET BLACK,DESODORANTES,ACTIVO,202115.0
17694,202315,PE,CONSULTORA,MASIVO,1149_1272_22782_22782,999,VOLUMEN,200109873,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,2,EAU DE TOILETE,0,0,CZ NEW COOL EDT 75 ML,80.0,24.97,1.0,26047.96,0.687875,0.690496,0.009222,NEW COOL,MASCULINO,ACTIVO,202314.0
17698,202403,PE,CONSULTORA,MASIVO,5291_5592_53216_53216,999,VOLUMEN,200111162,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO NIGHT EDT 100ML,88.0,25.82,3.0,459.48,0.706591,0.730197,0.000244,NITRO NIGHT,CABALLEROS,ACTIVO,202311.0
17702,202403,PE,CONSULTORA,MASIVO,3358_3589_48751_48777,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,9.48,1.0,16.75826086957,0.750526,0.752258,2.4e-05,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
17704,202404,PE,CONSULTORA,MASIVO,2379_2543_57514_57514,1,INDIVIDUAL,P0509654511,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,190,MOCHILA,0,0,,139.0,59.9,1.0,0.0,0.569065,0.569065,0.0,,,,
17706,202217,PE,CONSULTORA,MASIVO,3200_3693_353087_353087,2,SET,200109649,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MYMO CR MANOS 50G,26.0,6.9,1.0,2181.8,0.734615,0.734677,0.002613,CYZONE,MANOS,ACTIVO,201401.0
17710,202216,PE,CONSULTORA,MASIVO,3368_4219_347332_347332,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,13.68,1.0,173.85,0.62,0.621,0.000109,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
17712,202310,PE,CONSULTORA,MASIVO,1091_1162_406563_406563,999,VOLUMEN,200101481,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ UVA KISS COL 200 ML,52.0,17.47,4.0,3835.57,0.664038,0.664038,0.001878,UVA KISS,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202107.0
17715,202314,PE,CONSULTORA,MASIVO,1380_1596_18885_18885,999,VOLUMEN,200095669,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ DANCING NIGHT ROLL ON 50ML,18.0,7.38,5.0,12522.21,0.59,0.615328,0.014791,DANCING NIGHT,DESODORANTES,ACTIVO,202115.0
17720,202217,PE,CONSULTORA,MASIVO,3302_3795_353213_353213,3,SET,200100855,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,74,CUIDADO SOLAR,0,0,CZ SKIN F BLOQUEADOR 50 ML,54.0,17.82,1.0,1887.5,0.67,0.669853,0.000876,SKIN FIRST,PARA ROSTRO,ANTES DE APARECER (NUEVO),202501.0
17721,202402,PE,CONSULTORA,MASIVO,2978_3182_44428_44428,999,VOLUMEN,P0132060000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,CZ SL MASC MAGNETLASH BLACK 8G,38.0,9.99,10.0,29377.07,0.737105,0.737105,0.027648,STUDIO LOOK,PARA OJOS,ANTES DE APARECER (NUEVO),202504.0
17723,202204,PE,CONSULTORA,MASIVO,1316_1420_283267_283267,1,INDIVIDUAL,200105033,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,CZ SKINF LIMP HID PURIFIC 100G,38.0,15.9,1.0,4431.87,0.581579,0.581579,0.002623,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202203.0
17732,202314,PE,CONSULTORA,MASIVO,2786_3251_20738_20738,3,SET,200092333,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AINNARA 50ML,84.0,20.0,1.0,745.8,0.761905,0.631734,0.000325,CZ AINNARA,DAMAS,A DESCONTINUAR CONGELADO,201813.0
17738,202215,PE,CONSULTORA,MASIVO,3310_3421_340797_340797,2,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,13.0,1.0,6919.98,0.783333,0.717284,0.004584,PRINTS,DAMAS,INACTIVO,198601.0
17745,202316,PE,CONSULTORA,MASIVO,2765_2940_28280_28280,1,INDIVIDUAL,P0596048606,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,93.0,27.9,1.0,28770.45,0.7,0.7,0.008871,,,,
17747,202308,PE,CONSULTORA,MASIVO,3659_3816_3667_3667,2,SET,200113464,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ ACAI BOMB COL 200 ML,52.0,8.4,1.0,2961.73,0.838462,0.834896,0.003039,ACAI BOMB,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202304.0
17750,202306,PE,CONSULTORA,MASIVO,3390_4304_388324_388324,2,SET,200105079,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS XPERIENCE PARF 30ML,60.0,19.0,1.0,4282.61,0.683333,0.651,0.001962,PRINTS XPERIENCE,DAMAS,ACTIVO,202201.0
17755,202218,PE,CONSULTORA,MASIVO,3686_3978_358588_358588,3,SET,200106389,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ MM TROPI VIBES COL 100 ML,80.0,25.02,1.0,1611.23,0.68725,0.687288,0.000552,MY MOMENTS TROPICAL VIBES,FAMILIAR BAÑO,LIQUIDACION CON PLAN,202208.0
17756,202208,PE,CONSULTORA,MASIVO,2339_2480_303208_303208,1,INDIVIDUAL,P0509641000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,129,MORRAL,0,0,,96.0,44.9,1.0,11262.8,0.532292,0.532292,0.002224,,,,
17761,202211,PE,CONSULTORA,MASIVO,1125_1241_316975_316975,999,VOLUMEN,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,14.15,6.0,739429.85,0.764167,0.764167,0.467498,PRINTS,DAMAS,INACTIVO,198601.0
17762,202316,PE,CONSULTORA,MASIVO,3038_3213_28571_28571,3,SET,200060357,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ BERRYLICIOUS SEXY 200ML,52.0,17.28,1.0,2166.72,0.667692,0.705505,0.001046,BERRYLICIOUS,FAMILIAR BAÑO,Inactivo,
17765,202307,PE,CONSULTORA,MASIVO,4172_4950_394894_394894,999,VOLUMEN,200093715,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,112,PRIMER,0,0,CZ SL PRIMER FACIAL 20G,64.0,26.2,3.0,133.22,0.590625,0.590625,4.3e-05,STUDIO LOOK,PARA ROSTRO,INACTIVO,201811.0
17777,202313,PE,CONSULTORA,MASIVO,2648_3206_16665_16665,3,SET,P0602103799,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,219,ANÁLOGO,0,0,,130.0,43.0,1.0,12170.96,0.669231,0.681791,0.002488,,,,
17787,202218,PE,CONSULTORA,MASIVO,3483_3775_358388_358388,2,SET,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,86.0,31.21,1.0,4522.95,0.637093,0.652294,0.001242,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
17793,202304,PE,CONSULTORA,MASIVO,1074_1146_374880_374880,999,VOLUMEN,200095669,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ DANCING NIGHT ROLL ON 50ML,18.0,8.9,1.0,2533.44,0.505556,0.526387,0.00251,DANCING NIGHT,DESODORANTES,ACTIVO,202115.0
17795,202306,PE,CONSULTORA,MASIVO,3321_4235_388255_388255,2,SET,P0602155152,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,5.0,0.0,1.0,0.0,1.0,0.633945,0.001239,,,,
17801,202209,PE,CONSULTORA,MASIVO,3447_3563_309152_309152,2,SET,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,74.0,19.96,1.0,1150.5,0.73027,0.725229,0.000534,SWEET BLACK,DAMAS,ACTIVO,201714.0
17803,202207,PE,CONSULTORA,MASIVO,2843_2948_299290_299290,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,15.12,1.0,2600.5,0.58,0.579412,0.001632,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
17808,202312,PE,CONSULTORA,MASIVO,1145_1201_10275_10275,999,VOLUMEN,200095669,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ DANCING NIGHT ROLL ON 50ML,30.0,7.38,5.0,17186.12,0.754,0.754,0.019752,DANCING NIGHT,DESODORANTES,ACTIVO,202115.0
17809,202218,PE,CONSULTORA,MASIVO,3264_3556_358169_358169,1,INDIVIDUAL,P0596048235,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,62.0,21.9,1.0,74.24,0.646774,0.646774,2.9e-05,,,,
17815,202204,PE,CONSULTORA,MASIVO,2698_2875_284939_284939,2,SET,200092333,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AINNARA 50ML,74.0,21.52,1.0,42407.44,0.709189,0.709223,0.018536,CZ AINNARA,DAMAS,A DESCONTINUAR CONGELADO,201813.0
17825,202317,PE,CONSULTORA,MASIVO,1344_1456_31006_31006,999,VOLUMEN,200111162,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO NIGHT EDT 100ML,86.0,25.97,2.0,37020.72,0.698023,0.695703,0.011525,NITRO NIGHT,CABALLEROS,ACTIVO,202311.0
17836,202313,PE,CONSULTORA,MASIVO,1024_1056_14461_14461,2,SET,P0132058000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,382,MULTIFUNCIONAL,0,0,CZ SL ON THE GLOW 5.8G,54.0,18.42,1.0,11598.23,0.658889,0.660227,0.005535,STUDIO LOOK,MIXTO,LIQUIDACIÓN,202212.0
17840,202401,PE,CONSULTORA,MASIVO,1121_1213_38901_38901,999,VOLUMEN,200106360,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO ULTIMATE EDP 90 ML,97.0,40.9,1.0,15943.6,0.578351,0.578351,0.003768,NITRO ULTIMATE,CABALLEROS,ACTIVO,202214.0
17857,202308,PE,CONSULTORA,MASIVO,3574_3731_3582_3582,2,SET,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,85.0,25.9,1.0,2677.9,0.695294,0.629143,0.000891,DANCING,DAMAS,INACTIVO,201401.0
17859,202307,PE,CONSULTORA,MASIVO,4111_4414_394358_394358,999,VOLUMEN,200105035,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,58,ANTI ACNE,0,0,CZ SKINF CR TRATA PURIFICA 15G,34.0,14.3,2.0,1115.04,0.579412,0.579412,0.000667,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202114.0
17865,202217,PE,CONSULTORA,MASIVO,2989_3482_352873_352873,1,INDIVIDUAL,P0509654023,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,131.0,59.9,1.0,2741.04,0.542748,0.542748,0.000378,,,,
17867,202214,PE,CONSULTORA,MASIVO,3037_3171_335429_335429,2,SET,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,79.0,25.33,1.0,19000.76,0.679367,0.679358,0.006717,DANCING,DAMAS,INACTIVO,201401.0
17871,202304,PE,CONSULTORA,MASIVO,1084_1189_374927_374927,999,VOLUMEN,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,85.0,23.73,2.0,47017.18,0.720824,0.712424,0.017467,DANCING,DAMAS,INACTIVO,201401.0
17873,202307,PE,CONSULTORA,MASIVO,4145_4849_394793_394793,999,VOLUMEN,P0132056000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,14,CORRECTORES,0,0,CZ SL CORRECTOR 4G,36.0,10.58,2.0,2904.66,0.706111,0.70625,0.002347,STUDIO LOOK,PARA ROSTRO,ACTIVO,202406.0
17877,202209,PE,CONSULTORA,MASIVO,3506_3622_309230_309230,3,SET,210047500,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX MAKE OUT 150ML,45.0,14.9,1.0,1035.6,0.668889,0.663291,0.000644,TRAX,DESODORANTES,INACTIVO,201401.0
17878,202301,PE,CONSULTORA,MASIVO,3095_3570_363547_363547,3,SET,200058607,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ PERA IN LOVE 200ML,49.0,14.7,1.0,10939.86,0.7,0.7,0.007074,PERA IN LOVE,FAMILIAR BAÑO,INACTIVO,201401.0
17880,202312,PE,CONSULTORA,MASIVO,1141_1185_10256_10256,999,VOLUMEN,200089182,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK PROB 2 ML,1.9,1.37,4.0,12.76,0.278947,0.278947,7.9e-05,SWEET BLACK,FRAGANCIAS,ACTIVO,201714.0
17882,202308,PE,CONSULTORA,MASIVO,3510_3667_3518_3518,2,SET,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,86.0,31.0,1.0,656.75,0.639535,0.639815,0.000183,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
17883,202302,PE,CONSULTORA,MASIVO,2778_3246_367993_367993,3,SET,200092333,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AINNARA 50ML,80.0,25.0,1.0,1525.66,0.6875,0.690981,0.000541,CZ AINNARA,DAMAS,A DESCONTINUAR CONGELADO,201813.0
17887,202307,PE,CONSULTORA,MASIVO,3392_3553_393403_393403,1,INDIVIDUAL,P0509578000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,398,MALETIN,0,0,,131.0,64.9,1.0,23100.0,0.50458,0.50458,0.003043,,,,
17888,202213,PE,CONSULTORA,MASIVO,4354_4499_331480_331480,999,VOLUMEN,200092333,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AINNARA 50ML,74.0,14.99,2.0,1067.17,0.797432,0.787034,0.000625,CZ AINNARA,DAMAS,A DESCONTINUAR CONGELADO,201813.0
17890,202317,PE,CONSULTORA,MASIVO,1344_1456_31006_31006,999,VOLUMEN,200041664,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HIM 75ML,84.0,25.96,1.0,18502.0,0.690952,0.695703,0.005763,BLUE&BLUE FOR HIM,CABALLEROS,ACTIVO,202216.0
17894,202215,PE,CONSULTORA,MASIVO,1188_1224_338628_338628,3,SET,P0194067000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,32,SOMBRAS,0,0,CZ SOM TWELVE O'CLOCK 10G,96.0,34.82,1.0,47304.52,0.637292,0.629839,0.012816,CY PLAY,PARA OJOS,A DESCONTINUAR CONGELADO,202215.0
17895,202301,PE,CONSULTORA,MASIVO,1118_1210_361137_361137,999,VOLUMEN,200058607,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ PERA IN LOVE 200ML,49.0,32.9,1.0,306.68,0.328571,0.423649,8.9e-05,PERA IN LOVE,FAMILIAR BAÑO,INACTIVO,201401.0
17903,202213,PE,CONSULTORA,MASIVO,3505_3626_330402_330402,3,SET,P0197132000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ DEL TWIST 0.25G,26.0,11.66,1.0,355.68,0.551538,0.556452,0.000275,CY,PARA OJOS,Inactivo,
17911,202307,PE,CONSULTORA,MASIVO,3578_3739_393576_393576,3,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,24.0,1.0,1017.0,0.6,0.599057,0.000362,PRINTS,DAMAS,INACTIVO,198601.0
17932,202306,PE,CONSULTORA,MASIVO,1266_1709_385300_385300,999,VOLUMEN,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,11.98,5.0,499192.51,0.684737,0.684737,0.362775,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
17950,202216,PE,CONSULTORA,MASIVO,3231_4082_347125_347125,2,SET,200106386,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ MM MOON GLOW COL 100 ML,71.0,22.25,1.0,7543.86,0.68662,0.686667,0.002912,MY MOMENTS MOONLIGHT GLOW,FAMILIAR BAÑO,LIQUIDACION CON PLAN,202208.0
17955,202315,PE,CONSULTORA,MASIVO,1136_1229_22739_22739,999,VOLUMEN,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,21.1,6.0,143661.03,0.751765,0.7468,0.060188,DANCING NIGHT,DAMAS,INACTIVO,198601.0
17956,202312,PE,CONSULTORA,MASIVO,1141_1189_10260_10260,999,VOLUMEN,200105015,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,CZ DANCING NIGHT PROB CC 2ML,1.9,0.88,30.0,35.06,0.536842,0.536842,0.000338,DANCING NIGHT,FRAGANCIAS,ACTIVO,202115.0
17961,202308,PE,CONSULTORA,MASIVO,3565_3722_3573_3573,2,SET,200088457,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FORZE 50ML,74.0,26.45,1.0,6748.36,0.642568,0.654248,0.002199,FORZE,CABALLEROS,LIQUIDACIÓN,201706.0
17962,202309,PE,CONSULTORA,MASIVO,3248_3867_404969_404969,999,VOLUMEN,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,85.0,33.95,2.0,748.02,0.600588,0.600588,0.000199,DANCING,DAMAS,INACTIVO,201401.0
17966,202318,PE,CONSULTORA,MASIVO,2435_2625_36307_36307,1,INDIVIDUAL,P0772492181,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,238,ORGANIZADORES,0,0,,200.0,90.9,1.0,693.27,0.5455,0.5455,6.5e-05,,,,
17967,202318,PE,CONSULTORA,MASIVO,1341_1462_35097_35097,999,VOLUMEN,200082481,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SCORE 50ML,76.0,24.96,1.0,14720.46,0.671579,0.700898,0.005034,SCORE,CABALLEROS,ACTIVO,201505.0
17968,202216,PE,CONSULTORA,MASIVO,3221_4072_347115_347115,2,SET,P0216059001,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,CZ CY PLAY MASCARA INFINITY 8G,35.0,12.44,1.0,3488.77,0.644571,0.644643,0.00241,CY PLAY,PARA OJOS,A DESCONTINUAR CONGELADO,202215.0
17969,202205,PE,CONSULTORA,MASIVO,3507_3671_290804_290804,999,VOLUMEN,200105079,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS XPERIENCE PARF 30ML,58.0,14.9,3.0,48941.01,0.743103,0.743103,0.030361,PRINTS XPERIENCE,DAMAS,ACTIVO,202201.0
17973,202404,PE,CONSULTORA,MASIVO,2004_2168_57153_57153,1,INDIVIDUAL,P0509654548,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,145.0,67.9,1.0,0.0,0.531724,0.531724,0.0,,,,
17974,202403,PE,CONSULTORA,MASIVO,1397_1582_46443_46443,999,VOLUMEN,P0509654519,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,398,MALETIN,0,0,,134.0,57.45,2.0,28239.18,0.571269,0.571269,0.006746,,,,
17975,202214,PE,CONSULTORA,MASIVO,3144_3278_335388_335388,2,SET,200106360,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO ULTIMATE EDP 90 ML,97.0,39.23,1.0,47579.7,0.595567,0.595547,0.01086,NITRO ULTIMATE,CABALLEROS,ACTIVO,202214.0
17978,202208,PE,CONSULTORA,MASIVO,1223_1361_302064_302064,999,VOLUMEN,P0509568000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,565,PORTATODO,0,0,,82.0,36.45,2.0,52945.46,0.555488,0.555488,0.012878,,,,
17979,202218,PE,CONSULTORA,MASIVO,3701_3993_358618_358618,3,SET,P0197143004,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ DEL LINE4EVER PLUMON 3ML,34.0,10.79,1.0,6444.17,0.682647,0.682609,0.00515,CY,PARA OJOS,INACTIVO,201401.0
17982,202311,PE,CONSULTORA,MASIVO,2480_3022_8135_8135,1,INDIVIDUAL,P0772492123,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,610,BELLEZA,0,0,,72.0,34.9,1.0,16771.69,0.515278,0.515278,0.00409,,,,
17985,202316,PE,CONSULTORA,MASIVO,1263_1368_26674_26674,999,VOLUMEN,200106360,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO ULTIMATE EDP 90 ML,97.0,24.98,2.0,17737.86,0.742474,0.721338,0.005923,NITRO ULTIMATE,CABALLEROS,ACTIVO,202214.0
17987,202209,PE,CONSULTORA,MASIVO,1167_1210_306716_306716,2,SET,200097947,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK INTENSE 50ML,74.0,25.9,1.0,26559.49,0.65,0.664545,0.0095,SWEET BLACK INTENSE,DAMAS,ACTIVO,201912.0
17988,202307,PE,CONSULTORA,MASIVO,1327_1384_391191_391191,2,SET,200109649,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MYMO CR MANOS 50G,31.0,9.0,1.0,3837.72,0.709677,0.69187,0.003644,CYZONE,MANOS,ACTIVO,201401.0
17996,202213,PE,CONSULTORA,MASIVO,4347_4484_331463_331463,999,VOLUMEN,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,14.97,1.0,8564.94,0.7505,0.787034,0.005023,PRINTS,DAMAS,INACTIVO,198601.0
17999,202301,PE,CONSULTORA,MASIVO,2686_3161_363120_363120,1,INDIVIDUAL,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,12.9,1.0,7738.62,0.660526,0.660526,0.005705,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
18003,202401,PE,CONSULTORA,MASIVO,1112_1172_38856_38856,999,VOLUMEN,P0216058003,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ CYP CREAMY LIP BALM 3G,34.0,13.9,1.0,18035.18,0.591176,0.591176,0.012542,CY PLAY,PARA LABIOS,INACTIVO,201401.0
18004,202308,PE,CONSULTORA,MASIVO,3736_3893_3779_3779,991,INDIVIDUAL,P0197143004,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ DEL LINE4EVER PLUMON 3ML,38.0,16.9,1.0,2491.68,0.555263,0.555263,0.001271,CY,PARA OJOS,INACTIVO,201401.0
